"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2017-11-04 17:06:17 +01:00"

"Country / territory of asylum/residence",Origin,Year,Month,Value
Ireland,Ukraine,2012,July,5
Ireland,Ukraine,2012,September,3
Ireland,Ukraine,2012,October,1
Ireland,Ukraine,2012,December,2
Ireland,"United States of America",2012,January,1
Ireland,"United States of America",2012,June,1
Ireland,"United States of America",2012,July,1
Hungary,Ukraine,2012,December,1
Hungary,"Western Sahara",2012,August,1
Hungary,"Western Sahara",2012,December,2
Hungary,Yemen,2012,July,1
Hungary,Zimbabwe,2012,June,1
Hungary,Nigeria,2012,May,1
Hungary,Nigeria,2012,June,3
Hungary,Nigeria,2012,July,2
Hungary,Nigeria,2012,August,2
Hungary,Nigeria,2012,September,1
Hungary,Nigeria,2012,October,6
Hungary,Nigeria,2012,November,4
Hungary,Nigeria,2012,December,1
Australia,Colombia,2012,January,3
Australia,Colombia,2012,February,6
Australia,Colombia,2012,March,5
Australia,Colombia,2012,April,1
Australia,Colombia,2012,May,4
Australia,Colombia,2012,June,1
Australia,Colombia,2012,July,4
Australia,Colombia,2012,August,2
Australia,Colombia,2012,September,1
Australia,Colombia,2012,October,1
Australia,Colombia,2012,November,3
Australia,Colombia,2012,December,5
Ireland,Benin,2012,January,1
Ireland,Benin,2012,May,1
Ireland,Benin,2012,August,1
Ireland,Benin,2012,October,1
Ireland,Benin,2012,December,2
Australia,"Czech Rep.",2012,February,1
Australia,Djibouti,2012,June,1
Australia,Ecuador,2012,August,1
Hungary,Pakistan,2012,January,11
Hungary,Pakistan,2012,February,8
Hungary,Pakistan,2012,March,18
Hungary,Pakistan,2012,April,6
Hungary,Pakistan,2012,May,13
Hungary,Pakistan,2012,June,13
Hungary,Pakistan,2012,July,75
Hungary,Pakistan,2012,August,37
Hungary,Pakistan,2012,September,26
Hungary,Pakistan,2012,October,47
Hungary,Pakistan,2012,November,54
Hungary,Pakistan,2012,December,19
Australia,Cambodia,2012,January,4
Australia,Cambodia,2012,March,1
Australia,Cambodia,2012,May,4
Australia,Cambodia,2012,June,1
Australia,Cambodia,2012,July,2
Australia,Cambodia,2012,October,2
Australia,Cambodia,2012,November,2
Australia,Cambodia,2012,December,3
Australia,Canada,2012,May,1
Australia,Canada,2012,November,2
Australia,Chad,2012,June,2
Australia,Chad,2012,August,1
Australia,Chad,2012,December,1
Hungary,Ghana,2012,January,1
Ireland,Zimbabwe,2012,January,4
Ireland,Zimbabwe,2012,February,1
Ireland,Zimbabwe,2012,March,2
Ireland,Zimbabwe,2012,April,2
Ireland,Zimbabwe,2012,May,1
Ireland,Zimbabwe,2012,June,6
Ireland,Zimbabwe,2012,July,7
Ireland,Zimbabwe,2012,August,6
Ireland,Zimbabwe,2012,September,9
Ireland,Zimbabwe,2012,October,2
Ireland,Zimbabwe,2012,November,4
Ireland,Zimbabwe,2012,December,4
Iceland,Afghanistan,2012,April,1
Iceland,Afghanistan,2012,July,3
Iceland,Afghanistan,2012,August,2
Iceland,Afghanistan,2012,September,1
Iceland,Afghanistan,2012,October,1
Iceland,Afghanistan,2012,November,1
Iceland,Albania,2012,August,1
Iceland,Albania,2012,September,2
Iceland,Albania,2012,October,4
Iceland,Albania,2012,December,4
Iceland,Algeria,2012,February,1
Iceland,Algeria,2012,April,3
Iceland,Algeria,2012,May,1
Iceland,Algeria,2012,June,1
Iceland,Egypt,2012,September,1
Iceland,Belarus,2012,April,1
Iceland,Belarus,2012,July,1
Iceland,Belarus,2012,September,1
Iceland,"Bosnia and Herzegovina",2012,December,1
Iceland,Colombia,2012,January,1
Iceland,Eritrea,2012,June,1
Iceland,Eritrea,2012,November,1
Australia,Eritrea,2012,March,3
Australia,Eritrea,2012,April,1
Australia,Eritrea,2012,June,1
Australia,Eritrea,2012,July,1
Australia,Eritrea,2012,October,2
Australia,Eritrea,2012,November,2
Australia,Eritrea,2012,December,5
Australia,Estonia,2012,May,2
Australia,Estonia,2012,August,1
Australia,Estonia,2012,October,1
Australia,Estonia,2012,December,1
Ireland,Bangladesh,2012,January,3
Ireland,Bangladesh,2012,February,5
Ireland,Bangladesh,2012,March,2
Ireland,Bangladesh,2012,April,1
Ireland,Bangladesh,2012,May,1
Ireland,Bangladesh,2012,June,1
Ireland,Bangladesh,2012,July,1
Ireland,Bangladesh,2012,August,1
Ireland,Bangladesh,2012,September,2
Ireland,Bangladesh,2012,October,1
Ireland,Bangladesh,2012,November,3
Hungary,Romania,2012,March,1
Australia,Ethiopia,2012,January,1
Australia,Ethiopia,2012,February,6
Australia,Ethiopia,2012,March,2
Australia,Ethiopia,2012,April,3
Australia,Ethiopia,2012,May,1
Australia,Ethiopia,2012,June,4
Australia,Ethiopia,2012,July,5
Australia,Ethiopia,2012,August,2
Australia,Ethiopia,2012,September,5
Australia,Ethiopia,2012,October,4
Australia,Ethiopia,2012,November,7
Australia,Ethiopia,2012,December,3
Hungary,"Russian Federation",2012,January,1
Hungary,"Russian Federation",2012,April,1
Hungary,"Russian Federation",2012,May,1
Hungary,"Russian Federation",2012,December,1
Iceland,Palestinian,2012,June,1
Iceland,Palestinian,2012,August,1
Iceland,Georgia,2012,July,4
Iceland,Georgia,2012,August,2
Iceland,Georgia,2012,November,2
Iceland,Ghana,2012,July,2
Iceland,Guinea,2012,August,2
Iceland,Croatia,2012,November,6
Australia,Fiji,2012,January,32
Australia,Fiji,2012,February,28
Australia,Fiji,2012,March,26
Australia,Fiji,2012,April,13
Australia,Fiji,2012,May,17
Australia,Fiji,2012,June,25
Australia,Fiji,2012,July,14
Ireland,Belarus,2012,January,2
Ireland,Belarus,2012,October,1
Ireland,Botswana,2012,December,1
Ireland,Brazil,2012,February,1
Ireland,Brazil,2012,March,3
Ireland,Brazil,2012,May,1
Ireland,Brazil,2012,June,3
Ireland,Brazil,2012,July,3
Hungary,Senegal,2012,February,1
Hungary,Senegal,2012,March,1
Hungary,Senegal,2012,November,1
Hungary,Singapore,2012,March,1
Ireland,"Bosnia and Herzegovina",2012,April,1
Hungary,"Sierra Leone",2012,February,2
Hungary,"Sierra Leone",2012,March,1
Hungary,"Sierra Leone",2012,May,2
Hungary,"Sierra Leone",2012,November,5
Hungary,"Sierra Leone",2012,December,1
Iceland,"Iran (Islamic Rep. of)",2012,February,2
Iceland,"Iran (Islamic Rep. of)",2012,March,2
Iceland,"Iran (Islamic Rep. of)",2012,May,1
Iceland,"Iran (Islamic Rep. of)",2012,July,2
Iceland,"Iran (Islamic Rep. of)",2012,August,1
Iceland,"Iran (Islamic Rep. of)",2012,September,1
Iceland,"Iran (Islamic Rep. of)",2012,October,1
Iceland,"Iran (Islamic Rep. of)",2012,November,2
Iceland,Iraq,2012,January,1
Iceland,Iraq,2012,April,1
Iceland,Iraq,2012,August,1
Iceland,Israel,2012,August,1
Iceland,Libya,2012,April,1
Iceland,Libya,2012,August,1
Australia,Fiji,2012,August,14
Australia,Fiji,2012,September,12
Australia,Fiji,2012,October,23
Australia,Fiji,2012,November,10
Australia,Fiji,2012,December,22
Australia,France,2012,April,1
Australia,France,2012,August,1
Australia,"United Kingdom of Great Britain and Northern Ireland",2012,March,2
Australia,"United Kingdom of Great Britain and Northern Ireland",2012,May,3
Australia,"United Kingdom of Great Britain and Northern Ireland",2012,June,7
Australia,"United Kingdom of Great Britain and Northern Ireland",2012,July,1
Australia,"United Kingdom of Great Britain and Northern Ireland",2012,August,1
Australia,"United Kingdom of Great Britain and Northern Ireland",2012,September,5
Australia,"United Kingdom of Great Britain and Northern Ireland",2012,October,5
Australia,"United Kingdom of Great Britain and Northern Ireland",2012,November,1
Iceland,Mauritania,2012,April,1
Iceland,Morocco,2012,April,1
Iceland,Morocco,2012,November,1
Australia,Palestinian,2012,January,5
Australia,Palestinian,2012,February,26
Australia,Palestinian,2012,March,2
Australia,Palestinian,2012,May,29
Australia,Palestinian,2012,June,14
Australia,Palestinian,2012,July,5
Australia,Palestinian,2012,August,3
Australia,Palestinian,2012,September,23
Australia,Palestinian,2012,October,29
Australia,Palestinian,2012,November,8
Australia,Palestinian,2012,December,1
Ireland,Chad,2012,June,1
Hungary,Guinea-Bissau,2012,November,1
Hungary,Guinea,2012,May,1
Hungary,Guinea,2012,December,2
Hungary,Haiti,2012,December,1
Australia,Georgia,2012,February,5
Australia,Georgia,2012,May,3
Australia,Germany,2012,April,4
Australia,Germany,2012,May,4
Australia,Germany,2012,June,2
Hungary,Somalia,2012,January,7
Hungary,Somalia,2012,February,5
Hungary,Somalia,2012,March,2
Hungary,Somalia,2012,April,4
Hungary,Somalia,2012,May,4
Hungary,Somalia,2012,June,2
Hungary,Somalia,2012,July,7
Hungary,Somalia,2012,August,15
Hungary,Somalia,2012,September,15
Hungary,Somalia,2012,October,6
Hungary,Somalia,2012,November,2
Iceland,Nigeria,2012,January,2
Iceland,Nigeria,2012,April,3
Iceland,Nigeria,2012,May,1
Iceland,Nigeria,2012,July,7
Iceland,Nigeria,2012,August,3
Iceland,Nigeria,2012,October,1
Iceland,Pakistan,2012,March,1
Iceland,Pakistan,2012,September,1
Iceland,Pakistan,2012,December,1
Hungary,"Côte d'Ivoire",2012,January,2
Hungary,"Côte d'Ivoire",2012,May,1
Hungary,"Côte d'Ivoire",2012,June,1
Ireland,China,2012,January,2
Ireland,China,2012,March,3
Ireland,China,2012,April,1
Ireland,China,2012,June,2
Ireland,China,2012,July,6
Ireland,China,2012,August,2
Ireland,China,2012,September,2
Ireland,China,2012,October,3
Ireland,China,2012,November,7
Ireland,China,2012,December,4
Australia,China,2012,January,83
Australia,China,2012,February,110
Australia,China,2012,March,127
Australia,China,2012,April,68
Australia,China,2012,May,101
Australia,China,2012,June,91
Australia,China,2012,July,122
Australia,China,2012,August,103
Australia,China,2012,September,94
Australia,China,2012,October,86
Australia,China,2012,November,82
Australia,China,2012,December,88
Australia,Chile,2012,January,1
Australia,Chile,2012,March,1
Australia,Ghana,2012,January,1
Australia,Ghana,2012,February,1
Australia,Ghana,2012,March,2
Australia,Ghana,2012,May,2
Australia,Ghana,2012,June,4
Australia,Ghana,2012,July,4
Australia,Ghana,2012,August,2
Australia,Ghana,2012,September,2
Australia,Ghana,2012,October,2
Australia,Ghana,2012,November,1
Australia,Ghana,2012,December,3
Hungary,India,2012,March,2
Hungary,India,2012,April,1
Hungary,India,2012,May,3
Hungary,India,2012,July,1
Hungary,India,2012,August,1
Hungary,India,2012,September,1
Hungary,India,2012,October,1
Hungary,India,2012,December,2
Iceland,"Russian Federation",2012,November,3
Iceland,Senegal,2012,January,1
Iceland,"Sierra Leone",2012,June,2
Iceland,Somalia,2012,September,1
Iceland,Stateless,2012,January,1
Iceland,"Syrian Arab Rep.",2012,July,1
Iceland,"Syrian Arab Rep.",2012,August,2
Hungary,"Iran (Islamic Rep. of)",2012,January,4
Hungary,"Iran (Islamic Rep. of)",2012,February,2
Hungary,"Iran (Islamic Rep. of)",2012,March,6
Hungary,"Iran (Islamic Rep. of)",2012,April,3
Hungary,"Iran (Islamic Rep. of)",2012,May,6
Hungary,"Iran (Islamic Rep. of)",2012,June,1
Hungary,"Iran (Islamic Rep. of)",2012,July,5
Hungary,"Iran (Islamic Rep. of)",2012,August,1
Hungary,"Iran (Islamic Rep. of)",2012,September,8
Hungary,"Iran (Islamic Rep. of)",2012,October,3
Hungary,"Iran (Islamic Rep. of)",2012,November,1
Hungary,"Iran (Islamic Rep. of)",2012,December,5
Hungary,Spain,2012,January,1
Australia,Cameroon,2012,June,1
Australia,Cameroon,2012,November,1
Australia,Cameroon,2012,December,1
Australia,Congo,2012,February,1
Australia,Greece,2012,July,1
Australia,Greece,2012,December,2
Australia,Guatemala,2012,December,1
Australia,Guinea,2012,September,1
Hungary,Iraq,2012,January,4
Hungary,Iraq,2012,March,4
Hungary,Iraq,2012,April,2
Hungary,Iraq,2012,May,4
Hungary,Iraq,2012,June,2
Hungary,Iraq,2012,July,2
Hungary,Iraq,2012,September,3
Hungary,Iraq,2012,October,1
Hungary,Iraq,2012,December,6
Hungary,Jordan,2012,January,1
Hungary,Kenya,2012,May,2
Australia,Indonesia,2012,January,11
Australia,Indonesia,2012,February,4
Australia,Indonesia,2012,March,13
Australia,Indonesia,2012,April,12
Australia,Indonesia,2012,May,7
Australia,Indonesia,2012,June,10
Australia,Indonesia,2012,July,10
Australia,Indonesia,2012,August,10
Australia,Indonesia,2012,September,12
Australia,Indonesia,2012,October,6
Australia,Indonesia,2012,November,21
Australia,Indonesia,2012,December,10
Australia,Ireland,2012,May,1
Australia,Ireland,2012,July,1
Australia,Ireland,2012,November,1
Australia,"China, Hong Kong SAR",2012,February,1
Australia,"China, Hong Kong SAR",2012,March,3
Australia,"China, Hong Kong SAR",2012,May,1
Australia,"China, Hong Kong SAR",2012,June,1
Australia,"China, Hong Kong SAR",2012,July,3
Australia,"China, Hong Kong SAR",2012,August,4
Australia,"China, Hong Kong SAR",2012,September,3
Australia,"China, Hong Kong SAR",2012,October,4
Australia,"China, Hong Kong SAR",2012,November,2
Australia,"China, Hong Kong SAR",2012,December,1
Australia,Hungary,2012,March,2
Australia,Hungary,2012,April,4
Australia,Hungary,2012,July,1
Australia,"Côte d'Ivoire",2012,March,1
Iceland,Turkey,2012,October,1
Iceland,Turkey,2012,November,1
Iceland,Uganda,2012,June,1
Iceland,"United States of America",2012,February,1
Iceland,"United States of America",2012,May,1
Iceland,Uzbekistan,2012,July,1
Iceland,"Western Sahara",2012,July,1
Ireland,Myanmar,2012,June,2
Ireland,Myanmar,2012,August,1
Ireland,Myanmar,2012,September,2
Ireland,Myanmar,2012,December,1
Ireland,Namibia,2012,February,2
Ireland,Nepal,2012,February,1
Ireland,Nepal,2012,March,3
Ireland,Nepal,2012,April,3
Ireland,Nepal,2012,May,4
Ireland,Nepal,2012,July,1
Ireland,Niger,2012,January,1
Ireland,Niger,2012,July,1
Ireland,Niger,2012,October,1
Ireland,Niger,2012,November,1
Ireland,Cameroon,2012,January,1
Ireland,Cameroon,2012,March,1
Ireland,Cameroon,2012,April,3
Ireland,Cameroon,2012,May,1
Ireland,Cameroon,2012,June,1
Ireland,Cameroon,2012,July,3
Ireland,Cameroon,2012,September,3
Ireland,Cameroon,2012,November,1
Ireland,Cameroon,2012,December,1
Ireland,Nigeria,2012,January,11
Ireland,Nigeria,2012,February,17
Ireland,Nigeria,2012,March,8
Ireland,Nigeria,2012,April,12
Ireland,Nigeria,2012,May,22
Ireland,Nigeria,2012,June,10
Ireland,Nigeria,2012,July,14
Ireland,Nigeria,2012,August,14
Ireland,Nigeria,2012,September,8
Ireland,Nigeria,2012,October,21
Ireland,Nigeria,2012,November,9
Ireland,Nigeria,2012,December,12
Ireland,"Iran (Islamic Rep. of)",2012,January,1
Ireland,"Iran (Islamic Rep. of)",2012,February,2
Ireland,"Iran (Islamic Rep. of)",2012,March,1
Ireland,"Iran (Islamic Rep. of)",2012,May,3
Ireland,"Iran (Islamic Rep. of)",2012,August,1
Ireland,"Iran (Islamic Rep. of)",2012,October,13
Ireland,"Iran (Islamic Rep. of)",2012,December,3
Ireland,Congo,2012,March,2
Ireland,Congo,2012,August,1
Ireland,Congo,2012,November,1
Ireland,Iraq,2012,January,1
Ireland,Iraq,2012,June,1
Ireland,Iraq,2012,July,1
Ireland,Iraq,2012,August,5
Ireland,Iraq,2012,October,2
Ireland,Iraq,2012,November,1
Ireland,"Dem. Rep. of the Congo",2012,January,5
Ireland,"Dem. Rep. of the Congo",2012,March,2
Ireland,"Dem. Rep. of the Congo",2012,April,6
Ireland,"Dem. Rep. of the Congo",2012,May,3
Ireland,"Dem. Rep. of the Congo",2012,June,2
Ireland,"Dem. Rep. of the Congo",2012,July,5
Ireland,"Dem. Rep. of the Congo",2012,August,8
Ireland,"Dem. Rep. of the Congo",2012,September,10
Ireland,"Dem. Rep. of the Congo",2012,October,5
Ireland,"Dem. Rep. of the Congo",2012,November,3
Ireland,"Dem. Rep. of the Congo",2012,December,9
Australia,Kenya,2012,January,1
Australia,Kenya,2012,February,5
Australia,Kenya,2012,March,9
Australia,Kenya,2012,April,4
Australia,Kenya,2012,May,5
Australia,Kenya,2012,June,4
Australia,Kenya,2012,August,2
Australia,Kenya,2012,September,3
Australia,Kenya,2012,October,4
Australia,Kenya,2012,November,1
Australia,Kenya,2012,December,3
Australia,Kyrgyzstan,2012,February,1
Ireland,Israel,2012,October,4
Ireland,Jamaica,2012,May,2
Ireland,Jordan,2012,August,1
Ireland,Pakistan,2012,January,13
Ireland,Pakistan,2012,February,13
Ireland,Pakistan,2012,March,6
Ireland,Pakistan,2012,April,12
Ireland,Pakistan,2012,May,10
Ireland,Pakistan,2012,June,6
Ireland,Pakistan,2012,July,12
Ireland,Pakistan,2012,August,2
Ireland,Pakistan,2012,September,8
Ireland,Pakistan,2012,October,11
Ireland,Pakistan,2012,November,9
Ireland,Pakistan,2012,December,2
Ireland,Philippines,2012,August,1
Ireland,Eritrea,2012,April,1
Ireland,Eritrea,2012,August,1
Ireland,Eritrea,2012,September,3
Ireland,Eritrea,2012,November,2
Ireland,Kenya,2012,February,2
Ireland,Kenya,2012,June,2
Ireland,Kenya,2012,July,2
Ireland,Kenya,2012,December,1
Ireland,Ethiopia,2012,February,1
Ireland,Ethiopia,2012,April,1
Ireland,Ethiopia,2012,November,1
Ireland,"South Africa",2012,January,8
Ireland,"South Africa",2012,February,2
Ireland,"South Africa",2012,March,1
Ireland,"South Africa",2012,April,5
Ireland,"South Africa",2012,May,2
Ireland,"South Africa",2012,June,6
Ireland,"South Africa",2012,July,1
Ireland,"South Africa",2012,August,3
Ireland,"South Africa",2012,October,2
Ireland,"South Africa",2012,November,1
Ireland,"South Africa",2012,December,2
Ireland,Kuwait,2012,March,1
Ireland,Kuwait,2012,June,1
Ireland,Kuwait,2012,August,1
Ireland,Kuwait,2012,September,1
Australia,"Rep. of Korea",2012,January,6
Australia,"Rep. of Korea",2012,February,6
Australia,"Rep. of Korea",2012,March,2
Australia,"Rep. of Korea",2012,April,4
Australia,"Rep. of Korea",2012,May,3
Australia,"Rep. of Korea",2012,June,6
Australia,"Rep. of Korea",2012,July,9
Australia,"Rep. of Korea",2012,August,9
Australia,"Rep. of Korea",2012,September,3
Australia,"Rep. of Korea",2012,October,9
Australia,"Rep. of Korea",2012,November,5
Australia,"Rep. of Korea",2012,December,8
Australia,"Dem. People's Rep. of Korea",2012,February,1
Australia,"Dem. People's Rep. of Korea",2012,December,1
Australia,Kuwait,2012,August,1
Australia,Kuwait,2012,September,1
Australia,Kuwait,2012,December,4
Australia,Liberia,2012,February,1
Australia,Liberia,2012,April,1
Australia,Liberia,2012,July,5
Australia,Liberia,2012,August,1
Australia,Liberia,2012,October,1
Australia,Liberia,2012,December,1
Ireland,Afghanistan,2012,January,6
Ireland,Afghanistan,2012,April,1
Ireland,Afghanistan,2012,May,5
Ireland,Afghanistan,2012,June,1
Ireland,Afghanistan,2012,July,1
Ireland,Afghanistan,2012,August,6
Ireland,Afghanistan,2012,October,2
Ireland,Afghanistan,2012,November,6
Ireland,Afghanistan,2012,December,3
Australia,"Iran (Islamic Rep. of)",2012,January,158
Australia,"Iran (Islamic Rep. of)",2012,February,107
Australia,"Iran (Islamic Rep. of)",2012,March,46
Australia,"Iran (Islamic Rep. of)",2012,April,100
Australia,"Iran (Islamic Rep. of)",2012,May,136
Australia,"Iran (Islamic Rep. of)",2012,June,239
Australia,"Iran (Islamic Rep. of)",2012,July,105
Australia,"Iran (Islamic Rep. of)",2012,August,270
Australia,"Iran (Islamic Rep. of)",2012,September,187
Australia,"Iran (Islamic Rep. of)",2012,October,141
Australia,"Iran (Islamic Rep. of)",2012,November,64
Australia,"Iran (Islamic Rep. of)",2012,December,298
Australia,Iraq,2012,January,107
Australia,Iraq,2012,February,78
Australia,Iraq,2012,March,29
Australia,Iraq,2012,April,65
Australia,Iraq,2012,May,69
Australia,Iraq,2012,June,42
Australia,Iraq,2012,July,113
Australia,Iraq,2012,August,30
Australia,Iraq,2012,September,38
Australia,Iraq,2012,October,43
Australia,Iraq,2012,November,41
Australia,Iraq,2012,December,123
Ireland,Albania,2012,January,11
Ireland,Albania,2012,February,1
Ireland,Albania,2012,March,1
Ireland,Albania,2012,April,1
Ireland,Albania,2012,May,1
Ireland,Albania,2012,June,1
Ireland,Albania,2012,July,3
Ireland,Albania,2012,August,7
Ireland,Albania,2012,September,4
Ireland,Albania,2012,October,7
Ireland,Albania,2012,November,2
Ireland,Albania,2012,December,7
Australia,India,2012,January,48
Australia,India,2012,February,79
Australia,India,2012,March,78
Australia,India,2012,April,55
Australia,India,2012,May,95
Australia,India,2012,June,110
Australia,India,2012,July,96
Australia,India,2012,August,89
Australia,India,2012,September,69
Australia,India,2012,October,85
Australia,India,2012,November,68
Australia,India,2012,December,77
Ireland,Algeria,2012,January,5
Ireland,Algeria,2012,February,2
Ireland,Algeria,2012,March,1
Ireland,Algeria,2012,May,3
Ireland,Algeria,2012,June,4
Ireland,Algeria,2012,July,2
Ireland,Algeria,2012,August,2
Ireland,Algeria,2012,September,1
Ireland,Algeria,2012,October,6
Ireland,Algeria,2012,November,1
Ireland,Algeria,2012,December,2
Ireland,"Russian Federation",2012,January,5
Ireland,"Russian Federation",2012,August,1
Ireland,"Russian Federation",2012,October,1
Ireland,"Russian Federation",2012,November,3
